date,product_line,imp,clicks,spd,order7d,sales7d
6/28/2023,BE,22212,185,185,185,7955
6/28/2023,C,586505,1568,3136,1568,120736
6/28/2023,E,786967,4788,4788,4788,550620
6/28/2023,G,1124016,1421,2842,1421,346724
6/28/2023,M,94850,833,833,833,14994
6/28/2023,O,2243195,2844,8532,2844,739440
6/28/2023,P,1225333,1801,1801,1801,678977
6/28/2023,Solidigm,247280,185,370,185,#NUM!
6/29/2023,AD,1090653,1162,1162,1162,16268
6/29/2023,BE,16581,231,231,231,55902
6/29/2023,C,1057511,959,959,959,97818
6/29/2023,E,1234623,2657,5314,2657,1020288
6/29/2023,G,461535,1342,2684,1342,1065548
6/29/2023,M,525433,765,765,765,55080
6/29/2023,O,3691564,11668,35004,11668,4993904
6/29/2023,P,1190776,1977,3954,1977,531813
6/29/2023,Solidigm,309456,94,94,94,#NUM!
6/30/2023,AD,1047174,913,913,913,41085
6/30/2023,BE,45558,51,102,51,918
6/30/2023,C,1431328,2415,4830,2415,719670
6/30/2023,E,714374,5554,5554,5554,1677308
6/30/2023,G,511969,2418,4836,2418,1516086
6/30/2023,M,542213,560,560,560,30240
6/30/2023,O,2451306,2214,2214,2214,963090
6/30/2023,P,988112,2053,4106,2053,84173
6/30/2023,Solidigm,62205,12,12,12,#NUM!
7/1/2023,AD,854935,854,854,854,9394
7/1/2023,BE,780655,1309,5236,1309,#VALUE!
7/1/2023,C,846993,3171,3171,3171,1392069
7/1/2023,E,13446410,11573,23146,11573,3089991
7/1/2023,G,4890994,4292,8584,4292,1545120
7/1/2023,M,177719,45,45,45,270
7/1/2023,O,3144220,3583,3583,3583,326053
7/1/2023,P,1063670,7769,15538,7769,3185290
7/1/2023,Solidigm,316516,357,357,357,357
7/2/2023,AD,1595456,118,118,118,33158
7/2/2023,BE,71110,371,1484,371,#VALUE!
7/2/2023,C,1116337,7432,14864,7432,1233712
7/2/2023,E,7733343,19921,39842,19921,2908466
7/2/2023,G,5136987,1388,2776,1388,254004
7/2/2023,M,1363242,631,631,631,33443
7/2/2023,O,599116,2688,8064,2688,771456
7/2/2023,P,2521832,7348,7348,7348,1939872
7/2/2023,Solidigm,510698,54,54,54,54
7/3/2023,AD,1727759,719,719,719,18694
7/3/2023,BE,573383,270,540,270,#VALUE!
7/3/2023,C,1846620,8827,26481,8827,4748926
7/3/2023,E,11873079,7465,7465,7465,612130
7/3/2023,G,2132037,2416,4832,2416,1224912
7/3/2023,M,123991,155,155,155,11315
7/3/2023,O,1475187,5171,10342,5171,1323776
7/3/2023,P,8125144,16279,16279,16279,13511570
7/3/2023,Solidigm,758394,90,90,90,90
7/4/2023,AD,226446,1027,1027,1027,70863
7/4/2023,BE,544280,1350,1350,1350,#VALUE!
7/4/2023,C,3083844,1010,3030,1010,32320
7/4/2023,E,2847725,3474,6948,3474,993564
7/4/2023,G,4467813,2338,4676,2338,1589840
7/4/2023,M,60260,796,796,796,2388
7/4/2023,O,878333,196,392,196,94276
7/4/2023,P,3832631,10666,10666,10666,1855884
7/4/2023,Solidigm,330625,165,165,165,165
7/5/2023,AD,425769,1060,1060,1060,167480
7/5/2023,BE,645343,873,4365,873,#VALUE!
7/5/2023,C,615176,2976,2976,2976,1127904
7/5/2023,E,6325803,23540,47080,23540,6991380
7/5/2023,G,3930266,2708,5416,2708,1259220
7/5/2023,M,1169675,33,33,33,2871
7/5/2023,O,2354036,900,900,900,108900
7/5/2023,P,4457796,2113,2113,2113,114102
7/5/2023,Solidigm,561840,438,438,438,438
7/6/2023,AD,680181,235,235,235,64860
7/6/2023,BE,728992,1464,7320,1464,#VALUE!
7/6/2023,C,4556185,5759,11518,5759,2499406
7/6/2023,E,6654906,19106,19106,19106,897982
7/6/2023,G,1666392,2683,2683,2683,394401
7/6/2023,M,1077920,989,989,989,33626
7/6/2023,O,369981,498,996,498,91134
7/6/2023,P,6988536,15964,31928,15964,8764236
7/6/2023,Solidigm,215401,156,156,156,156
7/7/2023,AD,194562,648,648,648,46008
7/7/2023,BE,337126,1248,2496,1248,#VALUE!
7/7/2023,C,4811042,2856,8568,2856,768264
7/7/2023,E,9341868,3226,6452,3226,1000060
7/7/2023,G,3085064,5401,5401,5401,4153369
7/7/2023,M,901563,98,98,98,2156
7/7/2023,O,2310503,2870,5740,2870,1038940
7/7/2023,P,7996701,4322,12966,4322,2541336
7/7/2023,Solidigm,775633,362,362,362,362
7/8/2023,AD,1862892,448,448,448,68992
7/8/2023,BE,753552,637,1911,637,#VALUE!
7/8/2023,C,2683101,6350,6350,6350,1784350
7/8/2023,E,2157180,13628,27256,13628,2289504
7/8/2023,G,4713229,537,1074,537,244872
7/8/2023,M,631361,516,516,516,17544
7/8/2023,O,3934263,5066,15198,5066,1752836
7/8/2023,P,8673383,15701,31402,15701,9640414
7/8/2023,Solidigm,228812,216,216,216,216
7/9/2023,AD,1560026,127,127,127,24765
7/9/2023,BE,825849,433,866,433,#VALUE!
7/9/2023,C,1388298,9323,9323,9323,1426419
7/9/2023,E,4823943,5367,5367,5367,719178
7/9/2023,G,2293502,5114,10228,5114,3983806
7/9/2023,M,1195109,606,606,606,19998
7/9/2023,O,2247330,2779,5558,2779,1258887
7/9/2023,P,10735167,9574,28722,9574,8664470
7/9/2023,Solidigm,399320,121,121,121,121
7/10/2023,AD,723508,456,456,456,77520
7/10/2023,BE,905729,76,228,76,#VALUE!
7/10/2023,C,6448408,2353,7059,2353,303537
7/10/2023,E,11527038,13640,27280,13640,95480
7/10/2023,G,3029306,1652,1652,1652,1235696
7/10/2023,M,1340296,765,765,765,36720
7/10/2023,O,2705915,1795,1795,1795,516960
7/10/2023,P,1285793,5755,5755,5755,1645930
7/10/2023,Solidigm,269611,119,119,119,119
7/11/2023,AD,316552,1085,1085,1085,266910
7/11/2023,BE,845963,1027,3081,1027,#VALUE!
7/11/2023,C,4481784,9551,19102,9551,2244485
7/11/2023,E,9076367,9860,9860,9860,4101760
7/11/2023,G,3648040,3362,6724,3362,1321266
7/11/2023,M,424468,426,426,426,6390
7/11/2023,O,5532040,4097,12291,4097,901340
7/11/2023,P,4110031,12783,25566,12783,5586171
7/11/2023,Solidigm,731370,202,202,202,202
7/12/2023,AD,1882591,190,190,190,2470
7/12/2023,BE,292665,65,195,65,#VALUE!
7/12/2023,C,4924588,5193,15579,5193,2783448
7/12/2023,E,8555094,28339,56678,28339,8983463
7/12/2023,G,369054,3115,3115,3115,663495
7/12/2023,M,965473,573,573,573,29223
7/12/2023,O,437376,884,2652,884,236028
7/12/2023,P,6315903,7015,7015,7015,2546445
7/12/2023,Solidigm,53846,222,222,222,222
7/13/2023,AD,1417264,868,868,868,236964
7/13/2023,BE,173827,1066,5330,1066,#VALUE!
7/13/2023,C,2828369,3673,11019,3673,1267185
7/13/2023,E,11096155,6833,13666,6833,2029401
7/13/2023,G,5291800,569,569,569,462028
7/13/2023,M,440300,921,921,921,23946
7/13/2023,O,2667515,756,756,756,19656
7/13/2023,P,7155097,3427,10281,3427,2186426
7/13/2023,Solidigm,349425,245,245,245,245
7/14/2023,AD,1485082,50,50,50,9750
7/14/2023,BE,232534,710,710,710,#VALUE!
7/14/2023,C,1827707,8142,24426,8142,252402
7/14/2023,E,9872873,10898,21796,10898,2659112
7/14/2023,G,4216209,3765,7530,3765,519570
7/14/2023,M,549942,325,325,325,23725
7/14/2023,O,4934513,3807,11421,3807,1161135
7/14/2023,P,9432040,13572,40716,13572,6786000
7/14/2023,Solidigm,736070,5,5,5,5
7/15/2023,AD,98110,372,372,372,107880
7/15/2023,BE,36421,1324,6620,1324,#VALUE!
7/15/2023,C,6281069,2015,2015,2015,934960
7/15/2023,E,5108076,4188,4188,4188,804096
7/15/2023,G,2681463,2742,2742,2742,1804236
7/15/2023,M,1139841,928,928,928,78880
7/15/2023,O,2942644,2868,5736,2868,152004
7/15/2023,P,11766117,13573,27146,13573,2782465
7/15/2023,Solidigm,210952,319,319,319,319
7/16/2023,AD,1610343,837,837,837,145638
7/16/2023,BE,63801,1175,3525,1175,#VALUE!
7/16/2023,C,1861649,11114,22228,11114,1489276
7/16/2023,E,4440014,5356,10712,5356,712348
7/16/2023,G,2812420,6367,12734,6367,1515346
7/16/2023,M,694473,689,689,689,31694
7/16/2023,O,484071,2886,5772,2886,297258
7/16/2023,P,8232531,6798,6798,6798,6254160
7/16/2023,Solidigm,52113,29,29,29,29
7/17/2023,AD,952311,626,626,626,30048
7/17/2023,BE,633470,1175,2350,1175,#VALUE!
7/17/2023,C,3250519,3719,7438,3719,1368592
7/17/2023,E,12453128,22915,22915,22915,4147615
7/17/2023,G,4013508,6386,12772,6386,5811260
7/17/2023,M,928340,64,64,64,4160
7/17/2023,O,4994450,3654,7308,3654,705222
7/17/2023,P,8554303,6151,18453,6151,3124708
7/17/2023,Solidigm,310080,312,312,312,312
7/18/2023,AD,1405183,195,195,195,34515
7/18/2023,BE,202520,101,404,101,#VALUE!
7/18/2023,C,1351918,5361,16083,5361,627237
7/18/2023,E,4428909,28126,28126,28126,6047090
7/18/2023,G,3646634,2545,2545,2545,374115
7/18/2023,M,1076651,769,769,769,32298
7/18/2023,O,5111714,3463,3463,3463,1045826
7/18/2023,P,1353546,7026,7026,7026,5908866
7/18/2023,Solidigm,21485,1,1,1,1
7/19/2023,AD,1424718,1032,1032,1032,192984
7/19/2023,BE,567292,859,3436,859,#VALUE!
7/19/2023,C,4636687,6829,6829,6829,1714079
7/19/2023,E,9700569,19891,39782,19891,6484466
7/19/2023,G,1239864,1888,1888,1888,141600
7/19/2023,M,349737,426,426,426,25986
7/19/2023,O,395706,3638,7276,3638,956794
7/19/2023,P,7908007,4172,12516,4172,1852368
7/19/2023,Solidigm,191612,419,419,419,419
7/20/2023,AD,1403360,100,100,100,15100
7/20/2023,BE,809950,1177,2354,1177,#VALUE!
7/20/2023,C,6710684,8779,26337,8779,4389500
7/20/2023,E,4386209,6844,13688,6844,1498836
7/20/2023,G,1478607,5133,5133,5133,2797485
7/20/2023,M,521570,914,914,914,24678
7/20/2023,O,4285626,1289,1289,1289,243621
7/20/2023,P,8986719,7070,14140,7070,3711750
7/20/2023,Solidigm,142892,366,366,366,366
7/21/2023,AD,1313826,198,198,198,34650
7/21/2023,BE,700865,940,3760,940,#VALUE!
7/21/2023,C,847910,10701,21402,10701,1155708
7/21/2023,E,11823978,26645,26645,26645,7433955
7/21/2023,G,1671248,4146,8292,4146,3424596
7/21/2023,M,217670,585,585,585,7020
7/21/2023,O,5493476,1535,1535,1535,85960
7/21/2023,P,11526018,1710,5130,1710,554040
7/21/2023,Solidigm,308416,141,141,141,141
7/22/2023,AD,417344,117,117,117,18018
7/22/2023,BE,1023625,678,2712,678,#VALUE!
7/22/2023,C,2453995,8965,8965,8965,3200505
7/22/2023,E,2730438,25302,50604,25302,1619328
7/22/2023,G,1486937,2541,5082,2541,879186
7/22/2023,M,379987,292,292,292,6424
7/22/2023,O,3708763,4301,8602,4301,1402126
7/22/2023,P,11275160,10808,21616,10808,6257832
7/22/2023,Solidigm,168178,230,230,230,230
7/23/2023,AD,1160695,924,924,924,3696
7/23/2023,BE,1021017,526,1052,526,#VALUE!
7/23/2023,C,847578,6906,20718,6906,552480
7/23/2023,E,11068121,27249,54498,27249,10218375
7/23/2023,G,1608527,1177,1177,1177,351923
7/23/2023,M,924914,904,904,904,5424
7/23/2023,O,144409,4545,9090,4545,790830
7/23/2023,P,9107693,11883,35649,11883,9981720
7/23/2023,Solidigm,169419,238,238,238,238
7/24/2023,AD,247726,823,823,823,246900
7/24/2023,BE,684670,1127,1127,1127,#VALUE!
7/24/2023,C,1975405,8934,8934,8934,2599794
7/24/2023,E,6378922,5953,5953,5953,2107362
7/24/2023,G,1601975,1439,1439,1439,836059
7/24/2023,M,1342520,927,927,927,33372
7/24/2023,O,3082825,144,288,144,39168
7/24/2023,P,4698521,16382,16382,16382,5602644
7/24/2023,Solidigm,495376,319,319,319,319
7/25/2023,AD,1626605,592,592,592,9472
7/25/2023,BE,918641,507,507,507,#VALUE!
7/25/2023,C,6507489,5683,17049,5683,1034306
7/25/2023,E,11538187,26478,26478,26478,10803024
7/25/2023,G,1200032,6241,12482,6241,3320212
7/25/2023,M,337549,921,921,921,3684
7/25/2023,O,2209697,2610,2610,2610,696870
7/25/2023,P,1946208,10612,21224,10612,3873380
7/25/2023,Solidigm,62838,243,243,243,243
7/26/2023,AD,764839,1158,1158,1158,287184
7/26/2023,BE,695447,158,474,158,#VALUE!
7/26/2023,C,6652981,3016,3016,3016,729872
7/26/2023,E,4596627,22279,44558,22279,1871436
7/26/2023,G,3778483,6712,6712,6712,4490328
7/26/2023,M,583165,561,561,561,47685
7/26/2023,O,207393,2058,2058,2058,37044
7/26/2023,P,1104352,10373,10373,10373,8443622
7/26/2023,Solidigm,237463,303,303,303,303
7/27/2023,AD,1826062,462,462,462,82698
7/27/2023,BE,873352,845,3380,845,#VALUE!
7/27/2023,C,452283,6795,6795,6795,3553785
7/27/2023,E,12915606,25202,50404,25202,4082724
7/27/2023,G,2928403,4670,4670,4670,3960160
7/27/2023,M,419334,541,541,541,24886
7/27/2023,O,1962546,1717,3434,1717,791537
7/27/2023,P,3682808,4510,9020,4510,1438690
7/27/2023,Solidigm,423936,276,276,276,276
7/28/2023,AD,1873912,940,940,940,39480
7/28/2023,BE,141312,1130,4520,1130,#VALUE!
7/28/2023,C,5224841,9680,29040,9680,4965840
7/28/2023,E,6688020,20180,20180,20180,2764660
7/28/2023,G,682604,2221,2221,2221,877295
7/28/2023,M,287682,18,18,18,306
7/28/2023,O,3487144,2546,2546,2546,86564
7/28/2023,P,583486,13769,13769,13769,11249273
7/28/2023,Solidigm,644121,233,233,233,233
7/29/2023,AD,1777840,996,996,996,278880
7/29/2023,BE,998443,47,47,47,#VALUE!
7/29/2023,C,1566602,322,322,322,24150
7/29/2023,E,826118,24828,24828,24828,9161532
7/29/2023,G,2463432,1609,1609,1609,717614
7/29/2023,M,1252490,744,744,744,29760
7/29/2023,O,1986193,1031,2062,1031,318579
7/29/2023,P,5271643,11423,34269,11423,3141325
7/29/2023,Solidigm,668605,188,188,188,188
7/30/2023,AD,1536345,1012,1012,1012,163944
7/30/2023,BE,637443,811,3244,811,#VALUE!
7/30/2023,C,5952610,9137,9137,9137,1452783
7/30/2023,E,9741938,15750,15750,15750,4315500
7/30/2023,G,5026845,5700,11400,5700,28500
7/30/2023,M,534413,746,746,746,63410
7/30/2023,O,3693341,4624,13872,4624,628864
7/30/2023,P,7874238,12024,24048,12024,4448880
7/30/2023,Solidigm,16992,424,424,424,424
7/31/2023,AC,29584,34,34,34,34
7/31/2023,AD,352868,627,627,627,36366
7/31/2023,BE,765087,543,1086,543,#VALUE!
7/31/2023,C,229206,4459,4459,4459,851669
7/31/2023,E,11221179,12728,25456,12728,4569352
7/31/2023,G,4007352,6838,13676,6838,2871960
7/31/2023,M,440037,162,162,162,5670
7/31/2023,O,3947635,4949,14847,4949,1831130
7/31/2023,P,10768391,5411,16233,5411,1428504
7/31/2023,Solidigm,637645,422,422,422,422
8/1/2023,AC,32282,101,101,101,101
8/1/2023,AD,1903660,289,289,289,61557
8/1/2023,BE,549998,1556,1556,1556,#VALUE!
8/1/2023,C,4215490,9112,27336,9112,4109512
8/1/2023,E,8067960,1814,1814,1814,672994
8/1/2023,G,3341209,1374,2748,1374,880734
8/1/2023,M,1340068,612,612,612,52020
8/1/2023,O,4148937,4111,4111,4111,1891060
8/1/2023,P,603222,4032,8064,4032,451584
8/1/2023,Solidigm,763174,201,201,201,201
8/2/2023,AC,20444,100,100,100,100
8/2/2023,AD,1395259,366,366,366,17934
8/2/2023,BE,537959,875,4375,875,#VALUE!
8/2/2023,C,5589236,6407,12814,6407,2960034
8/2/2023,E,10306982,28617,28617,28617,6724995
8/2/2023,G,799028,6749,6749,6749,4251870
8/2/2023,M,447020,293,293,293,19338
8/2/2023,O,5187757,3529,7058,3529,35290
8/2/2023,P,2879080,7865,7865,7865,3688685
8/2/2023,Solidigm,336339,362,362,362,362
8/3/2023,AC,10853,103,103,103,103
8/3/2023,AD,182862,129,129,129,34572
8/3/2023,BE,935308,1546,6184,1546,#VALUE!
8/3/2023,C,6359593,3310,6620,3310,46340
8/3/2023,E,5322979,2735,2735,2735,341875
8/3/2023,G,4011408,5518,5518,5518,722858
8/3/2023,M,1250712,176,176,176,4752
8/3/2023,O,2927676,4364,13092,4364,855344
8/3/2023,P,8476967,1282,1282,1282,375626
8/3/2023,Solidigm,487499,461,461,461,461
8/4/2023,AC,30332,71,71,71,71
8/4/2023,AD,1294498,554,554,554,47090
8/4/2023,BE,569062,1219,6095,1219,#VALUE!
8/4/2023,C,1499772,5893,5893,5893,5893
8/4/2023,E,7539823,20006,40012,20006,5961788
8/4/2023,G,5276501,5749,11498,5749,2880249
8/4/2023,M,988874,919,919,919,70763
8/4/2023,O,277694,2584,2584,2584,1005176
8/4/2023,P,10020238,5427,16281,5427,341901
8/4/2023,Solidigm,224163,140,140,140,140
8/5/2023,AC,35965,43,43,43,43
8/5/2023,AD,1487657,563,563,563,162144
8/5/2023,BE,115623,64,192,64,#VALUE!
8/5/2023,C,2467903,7715,15430,7715,3942365
8/5/2023,E,12234167,28708,57416,28708,10277464
8/5/2023,G,5078583,4779,9558,4779,4411017
8/5/2023,M,875083,936,936,936,61776
8/5/2023,O,1757104,1262,2524,1262,50480
8/5/2023,P,8094728,14622,43866,14622,58488
8/5/2023,Solidigm,423829,0,0,0,0
8/6/2023,AC,959,54,54,54,54
8/6/2023,AD,621199,808,808,808,207656
8/6/2023,BE,750872,299,1196,299,#VALUE!
8/6/2023,C,4283946,2279,2279,2279,1139500
8/6/2023,E,8135758,11551,11551,11551,3765626
8/6/2023,G,414537,5537,11074,5537,1877043
8/6/2023,M,1103157,858,858,858,30888
8/6/2023,O,5009947,3052,9156,3052,360136
8/6/2023,P,7094307,2022,2022,2022,636930
8/6/2023,Solidigm,750469,39,39,39,39
8/7/2023,AC,37809,102,102,102,102
8/7/2023,AD,539587,566,566,566,58298
8/7/2023,BE,925687,966,2898,966,#VALUE!
8/7/2023,C,4366991,2331,6993,2331,356643
8/7/2023,E,2180190,20883,20883,20883,3967770
8/7/2023,G,3605409,2065,4130,2065,1918385
8/7/2023,M,244088,509,509,509,41229
8/7/2023,O,3018938,2955,5910,2955,212760
8/7/2023,P,5542284,6825,6825,6825,2074800
8/7/2023,Solidigm,749314,459,459,459,459
8/8/2023,AC,1554,12,12,12,12
8/8/2023,AD,964379,1236,1236,1236,268212
8/8/2023,BE,730661,1025,1025,1025,#VALUE!
8/8/2023,C,2823095,1142,2284,1142,431676
8/8/2023,E,1696412,25398,50796,25398,7441614
8/8/2023,G,5245411,1981,3962,1981,1889874
8/8/2023,M,521142,232,232,232,7656
8/8/2023,O,4443838,723,1446,723,181473
8/8/2023,P,4990396,9768,9768,9768,820512
8/8/2023,Solidigm,767312,120,120,120,120
8/9/2023,AC,8379,83,83,83,83
8/9/2023,AD,102414,567,567,567,115101
8/9/2023,BE,747095,1491,2982,1491,#VALUE!
8/9/2023,C,6067877,8098,16196,8098,2688536
8/9/2023,E,12081018,6323,6323,6323,524809
8/9/2023,G,4101027,2163,2163,2163,733257
8/9/2023,M,994425,832,832,832,39104
8/9/2023,O,4530425,3165,9495,3165,1395765
8/9/2023,P,10697296,13754,41262,13754,6051760
8/9/2023,Solidigm,369603,18,18,18,18
8/10/2023,AC,31464,79,79,79,79
8/10/2023,AD,1611924,1196,1196,1196,291824
8/10/2023,BE,524524,149,596,149,#VALUE!
8/10/2023,C,2445280,4544,9088,4544,1540416
8/10/2023,E,5613529,17678,35356,17678,2757768
8/10/2023,G,792029,3707,7414,3707,2402136
8/10/2023,M,1384958,372,372,372,10416
8/10/2023,O,4805153,3334,6668,3334,620124
8/10/2023,P,5106100,9544,28632,9544,4056200
8/10/2023,Solidigm,525851,430,430,430,430
8/11/2023,AC,46314,58,58,58,58
8/11/2023,AD,1831942,189,189,189,6993
8/11/2023,BE,663700,25,125,25,#VALUE!
8/11/2023,C,4242797,6273,12546,6273,2295918
8/11/2023,E,7268695,27411,54822,27411,6386763
8/11/2023,G,3760721,4310,8620,4310,900790
8/11/2023,M,414716,1022,1022,1022,37814
8/11/2023,O,4789264,4793,4793,4793,536816
8/11/2023,P,6521191,15801,31602,15801,8311326
8/11/2023,Solidigm,151829,447,447,447,447
8/12/2023,AC,43490,115,115,115,115
8/12/2023,AD,1897111,140,140,140,41300
8/12/2023,BE,263177,599,599,599,#VALUE!
8/12/2023,C,3599207,9943,29829,9943,3311019
8/12/2023,E,7610028,14979,14979,14979,4463742
8/12/2023,G,2398154,6171,12342,6171,1147806
8/12/2023,M,851806,688,688,688,33024
8/12/2023,O,2583846,5214,15642,5214,1173150
8/12/2023,P,6929529,4219,8438,4219,932399
8/12/2023,Solidigm,174795,152,152,152,152
8/13/2023,AC,22240,137,137,137,137
8/13/2023,AD,1492291,862,862,862,56892
8/13/2023,BE,551639,1302,6510,1302,#VALUE!
8/13/2023,C,4185827,9322,18644,9322,559320
8/13/2023,E,10578903,9575,19150,9575,2374600
8/13/2023,G,3434093,6858,13716,6858,4498848
8/13/2023,M,877903,309,309,309,22866
8/13/2023,O,1571432,4890,9780,4890,1154040
8/13/2023,P,6628897,11549,34647,11549,80843
8/13/2023,Solidigm,498803,298,298,298,298
8/14/2023,AC,45105,106,106,106,106
8/14/2023,AD,1634512,90,90,90,2700
8/14/2023,BE,927131,697,2788,697,#VALUE!
8/14/2023,C,422386,7383,22149,7383,4016352
8/14/2023,E,4563849,27698,55396,27698,1163316
8/14/2023,G,2709565,1567,3134,1567,965272
8/14/2023,M,1307928,613,613,613,8582
8/14/2023,O,4351357,1584,4752,1584,453024
8/14/2023,P,11164207,9026,27078,9026,6940994
8/14/2023,Solidigm,505549,448,448,448,448
8/15/2023,AC,39604,64,64,64,64
8/15/2023,AD,697689,87,87,87,3741
8/15/2023,BE,85891,512,2048,512,#VALUE!
8/15/2023,C,6822173,4154,4154,4154,1308510
8/15/2023,E,1313868,9256,9256,9256,1555008
8/15/2023,G,2628629,549,1098,549,279441
8/15/2023,M,1320020,853,853,853,23884
8/15/2023,O,712076,2918,5836,2918,1359788
8/15/2023,P,8410367,3421,10263,3421,2032074
8/15/2023,Solidigm,198357,34,34,34,34
8/16/2023,AC,15286,97,97,97,97
8/16/2023,AD,486124,493,493,493,78880
8/16/2023,BE,761976,641,641,641,#VALUE!
8/16/2023,C,723909,5712,5712,5712,1804992
8/16/2023,E,6960899,12379,12379,12379,1522617
8/16/2023,G,2518466,744,744,744,297600
8/16/2023,M,304167,320,320,320,29120
8/16/2023,O,5528868,4214,4214,4214,404544
8/16/2023,P,7600399,12942,12942,12942,11052468
8/16/2023,Solidigm,621702,219,219,219,219
8/17/2023,AC,43796,138,138,138,138
8/17/2023,AD,1430342,1026,1026,1026,76950
8/17/2023,BE,382585,666,666,666,#VALUE!
8/17/2023,C,6418197,1411,2822,1411,4233
8/17/2023,E,3555792,23767,23767,23767,9625635
8/17/2023,G,2741759,4890,4890,4890,1540350
8/17/2023,M,1168361,760,760,760,11400
8/17/2023,O,3752097,3827,11481,3827,1362412
8/17/2023,P,8238239,14346,14346,14346,1032912
8/17/2023,Solidigm,150279,441,441,441,441
8/17/2023,N,2,0,0,0,0
8/18/2023,AC,34318,78,78,78,78
8/18/2023,AD,1094532,120,120,120,21960
8/18/2023,BE,401277,1527,4581,1527,#VALUE!
8/18/2023,C,6594398,6835,20505,6835,635655
8/18/2023,E,10476060,17715,35430,17715,2728110
8/18/2023,G,2363069,4100,4100,4100,3116000
8/18/2023,M,468288,860,860,860,28380
8/18/2023,O,1101344,3112,9336,3112,1431520
8/18/2023,P,11430561,5564,11128,5564,4456764
8/18/2023,Solidigm,607045,0,0,0,0
8/19/2023,AC,41026,99,99,99,99
8/19/2023,AD,183971,53,53,53,15847
8/19/2023,BE,725281,113,226,113,#VALUE!
8/19/2023,C,6474663,11718,23436,11718,5554332
8/19/2023,E,7127141,7364,7364,7364,1259244
8/19/2023,G,434022,2598,2598,2598,2494080
8/19/2023,M,1421574,977,977,977,27356
8/19/2023,O,1753986,3112,6224,3112,793560
8/19/2023,P,3282968,2259,4518,2259,417915
8/19/2023,Solidigm,667463,405,405,405,405
8/20/2023,AC,40916,103,103,103,103
8/20/2023,AD,1529099,183,183,183,21777
8/20/2023,BE,861911,1323,5292,1323,#VALUE!
8/20/2023,C,2161017,6166,12332,6166,2774700
8/20/2023,E,8657746,10767,10767,10767,3143964
8/20/2023,G,611011,5994,11988,5994,1534464
8/20/2023,M,481700,725,725,725,53650
8/20/2023,O,3674916,212,636,212,14204
8/20/2023,P,2336226,16390,32780,16390,12259720
8/20/2023,Solidigm,764450,301,301,301,301
